"State","BankState","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","WhichCompany","yearsAfterAprv"
"Plains","Plains",1991,180,19,"Undefined",0,0,"Undefined","N",134000,"P I F",134000,107200,"00",31
"Plains","Northeast",1991,144,10,"NotNew",0,0,"Undefined","N",3e+05,"P I F",3e+05,255000,"00",31
"Pacific West","Pacific West",2001,240,10,"NotNew",1,9,"Urban","0",344000,"P I F",344000,344000,"44",21
"Southeast","Southeast",2001,60,3,"NotNew",0,0,"Urban","0",50000,"P I F",50000,42500,"44",21
"Northeast","Northeast",2011,84,12,"NotNew",0,12,"Rural","N",164000,"P I F",164000,82000,"72",11
"Northeast","Northeast",2001,63,2,"New",0,0,"Urban","0",45000,"P I F",85000,72250,"62",21
"Northeast","Northeast",1991,84,6,"NotNew",0,0,"Undefined","N",40000,"P I F",40000,36000,"00",31
"Northeast","Pacific West",2001,120,8,"NotNew",0,8,"Urban","0",366100,"P I F",366100,274575,"32",21
"Northeast","Northeast",1991,72,3,"NotNew",0,0,"Undefined","N",70000,"P I F",70000,63000,"00",31
"Midwest","Midwest",2011,84,0,"New",2,0,"Urban","Y",28418,"P I F",20000,10000,"54",11
"Pacific West","Pacific West",2011,84,8,"NotNew",0,8,"Urban","N",250000,"P I F",250000,125000,"62",11
"Northeast","Northeast",2001,48,2,"NotNew",0,2,"Urban","Y",38293,"P I F",18000,9000,"23",21
"Midwest","Midwest",1991,182,3,"NotNew",0,0,"Undefined","N",80000,"P I F",80000,72000,"00",31
"Pacific West","Pacific West",1991,240,6,"New",0,0,"Undefined","N",750000,"P I F",750000,562500,"00",31
"Plains","Plains",1991,180,3,"New",0,0,"Undefined","N",80000,"P I F",80000,72000,"00",31
"Plains","Plains",2011,180,5,"New",1,0,"Urban","N",345000,"P I F",345000,310500,"44",11
"Southeast","Southeast",1991,36,10,"NotNew",0,0,"Undefined","N",155000,"P I F",155000,139500,"00",31
"Northeast","Northeast",2001,84,2,"NotNew",0,0,"Urban","0",15000,"P I F",15000,12750,"56",21
"Southeast","Southeast",2001,40,13,"NotNew",0,0,"Urban","N",120000,"CHGOFF",120000,102000,"54",21
"Pacific West","Plains",1991,120,6,"NotNew",0,0,"Undefined","N",372000,"P I F",372000,316200,"00",31
"Southeast","Southeast",2001,120,2,"New",0,0,"Urban","N",112000,"P I F",112000,95200,"72",21
"Pacific West","Plains",2001,123,4,"NotNew",0,4,"Urban","0",250000,"P I F",250000,187500,"72",21
"Pacific West","Southeast",1991,240,6,"NotNew",0,0,"Undefined","N",225000,"P I F",225000,180000,"00",31
"Midwest","Midwest",1991,84,10,"New",0,0,"Undefined","N",30000,"P I F",30000,27000,"00",31
"Northeast","Northeast",2001,96,3,"New",0,0,"Urban","0",150000,"P I F",150000,127500,"33",21
"Northeast","Northeast",2001,48,7,"NotNew",0,12,"Urban","0",144740,"P I F",1e+05,50000,"53",21
"Midwest","Midwest",2001,240,12,"NotNew",2,12,"Urban","0",423000,"P I F",423000,423000,"54",21
"Northeast","Northeast",2001,48,20,"NotNew",0,0,"Urban","Y",30000,"P I F",30000,15000,"54",21
"Plains","Midwest",2011,120,0,"New",0,4,"Urban","N",495000,"P I F",495000,445500,"72",11
"Northeast","Northeast",1991,60,1,"New",0,0,"Undefined","N",33200,"P I F",33200,29880,"44",31
"Plains","Plains",1991,240,6,"NotNew",0,0,"Undefined","N",164000,"P I F",164000,164000,"62",31
"Pacific West","Southeast",2001,84,7,"NotNew",0,7,"Urban","0",85000,"P I F",85000,42500,"42",21
"Northeast","Northeast",2001,84,11,"NotNew",2,11,"Urban","0",201286,"P I F",150000,75000,"42",21
"Pacific West","Pacific West",2001,84,1,"NotNew",0,0,"Urban","N",50000,"P I F",50000,42500,"31",21
"Southeast","Southeast",1991,84,17,"NotNew",0,0,"Undefined","N",125000,"P I F",125000,106250,"00",31
"Southeast","Southeast",2001,84,4,"NotNew",0,4,"Urban","0",44762,"P I F",35000,17500,"44",21
"Pacific West","Pacific West",2001,84,18,"NotNew",0,0,"Urban","0",450000,"P I F",450000,337500,"48",21
"Plains","Plains",1991,60,3,"NotNew",0,0,"Undefined","N",35000,"P I F",35000,31500,"00",31
"Plains","Plains",2001,60,12,"NotNew",0,12,"Urban","0",169783,"P I F",1e+05,50000,"23",21
"Northeast","Northeast",2001,120,20,"NotNew",2,0,"Urban","0",250000,"P I F",250000,187500,"72",21
"Midwest","Midwest",1991,82,14,"NotNew",0,0,"Undefined","N",58550,"P I F",58550,46840,"00",31
"Pacific West","Midwest",2011,84,2,"NotNew",0,2,"Urban","Y",25505,"P I F",15000,7500,"23",11
"Midwest","Midwest",2011,60,32,"New",0,0,"Rural","Y",332155,"P I F",2e+05,1e+05,"33",11
"Pacific West","Pacific West",2001,84,2,"NotNew",0,0,"Urban","0",251000,"P I F",251000,188250,"62",21
"AK","Pacific West",2001,240,28,"NotNew",0,0,"Urban","N",365000,"P I F",365000,365000,"44",21
"Midwest","Midwest",2011,84,4,"NotNew",0,4,"Rural","N",103000,"P I F",103000,92700,"23",11
"Northeast","Northeast",2011,84,5,"NotNew",0,5,"Urban","Y",250000,"P I F",250000,125000,"45",11
"Plains","Midwest",2001,114,1,"New",0,1,"Urban","0",136200,"P I F",136200,115770,"44",21
"Plains","Plains",1991,120,2,"NotNew",0,0,"Undefined","N",21000,"P I F",21000,18900,"62",31
"Midwest","Midwest",1991,84,12,"NotNew",0,0,"Undefined","N",120000,"P I F",120000,108000,"00",31
"Pacific West","Plains",1991,84,2,"NotNew",0,0,"Undefined","N",150000,"P I F",150000,127500,"00",31
"Midwest","Midwest",1991,240,4,"NotNew",0,0,"Undefined","N",273000,"P I F",3e+05,240000,"32",31
"Pacific West","Pacific West",2001,252,2,"New",2,0,"Urban","0",176000,"P I F",176000,132000,"44",21
"Southeast","Southeast",1991,60,2,"NotNew",0,0,"Undefined","N",55000,"P I F",55000,49500,"00",31
"Midwest","Midwest",2011,36,0,"NotNew",0,0,"Urban","N",17700,"P I F",17700,8850,"45",11
"Northeast","Northeast",2001,84,10,"NotNew",0,0,"Urban","N",110000,"P I F",110000,93500,"52",21
"Plains","Plains",1991,84,18,"NotNew",0,0,"Undefined","N",120000,"P I F",120000,102000,"00",31
"Pacific West","Pacific West",1991,264,6,"NotNew",0,0,"Undefined","N",260000,"P I F",260000,208000,"23",31
"Pacific West","Pacific West",1991,264,1,"NotNew",0,0,"Undefined","N",350000,"P I F",350000,297500,"00",31
"Midwest","Midwest",1991,118,15,"NotNew",0,0,"Undefined","N",320000,"P I F",320000,265600,"33",31
"Southeast","Southeast",1991,84,15,"NotNew",0,0,"Undefined","N",6e+05,"P I F",6e+05,510000,"33",31
"Northeast","Northeast",2001,180,3,"NotNew",0,0,"Urban","0",112000,"P I F",112000,95200,"42",21
"Midwest","Midwest",2001,84,14,"NotNew",0,0,"Urban","0",117000,"P I F",125000,106250,"72",21
"Pacific West","Midwest",1991,60,2,"NotNew",0,0,"Undefined","N",30000,"P I F",30000,24000,"44",31
"Midwest","Midwest",2011,60,0,"NotNew",0,0,"Urban","N",13900,"P I F",13900,6950,"48",11
"Plains","Plains",2011,72,0,"New",0,0,"Rural","0",82389,"P I F",60000,30000,"23",11
"Midwest","Midwest",1991,66,6,"New",0,0,"Undefined","N",70704,"P I F",72000,64800,"00",31
"Northeast","Northeast",2001,240,30,"NotNew",0,0,"Urban","N",364000,"P I F",364000,364000,"72",21
"Northeast","Southeast",1991,225,8,"New",0,0,"Undefined","N",565000,"P I F",565000,474600,"00",31
"Pacific West","Northeast",1991,84,3,"New",0,0,"Undefined","N",143750,"P I F",143750,115000,"00",31
"Northeast","Northeast",2001,84,1,"NotNew",0,0,"Rural","0",150000,"P I F",150000,127500,"72",21
"Northeast","Northeast",2001,180,3,"NotNew",0,0,"Rural","0",150000,"P I F",150000,127500,"31",21
"Pacific West","Pacific West",1991,120,12,"NotNew",0,0,"Undefined","N",95000,"P I F",95000,76000,"00",31
"Southeast","Midwest",2001,84,12,"NotNew",0,12,"Urban","0",35000,"P I F",35000,17500,"23",21
"Midwest","Midwest",1991,84,5,"New",0,0,"Undefined","N",90000,"P I F",90000,81000,"32",31
"Midwest","Midwest",2001,24,5,"NotNew",0,0,"Urban","0",62000,"P I F",65000,55250,"56",21
"Midwest","Midwest",2011,24,15,"NotNew",0,15,"Rural","Y",94783,"P I F",75000,37500,"72",11
"Northeast","Northeast",1991,60,1,"NotNew",0,0,"Undefined","N",34500,"P I F",34500,31050,"00",31
"Northeast","Northeast",2001,240,25,"NotNew",0,0,"Urban","N",142000,"P I F",142000,142000,"33",21
"Plains","Plains",1991,180,2,"NotNew",0,0,"Undefined","N",4e+05,"P I F",4e+05,320000,"44",31
"Pacific West","Plains",2011,84,22,"NotNew",0,2,"Urban","N",50000,"P I F",650000,325000,"72",11
"Pacific West","Midwest",2001,11,3,"NotNew",0,3,"Urban","N",9768,"CHGOFF",10000,5000,"56",21
"Pacific West","Pacific West",1991,84,3,"NotNew",0,0,"Undefined","N",405000,"P I F",405000,344250,"56",31
"Pacific West","Pacific West",1991,84,7,"NotNew",0,0,"Undefined","N",2e+05,"P I F",2e+05,170000,"00",31
"Northeast","Northeast",2001,120,6,"New",0,0,"Rural","N",207000,"P I F",507000,380250,"44",21
"Midwest","Midwest",2011,60,1,"New",1,2,"Urban","Y",29400,"P I F",15000,7500,"23",11
"Plains","Plains",2001,84,8,"NotNew",0,8,"Urban","0",418000,"P I F",418000,313500,"72",21
"Plains","Plains",2001,6,17,"NotNew",0,0,"Rural","N",9648,"P I F",9648,8683,"33",21
"Midwest","Midwest",2011,84,1,"New",0,1,"Urban","Y",20661,"P I F",10000,5000,"62",11
"Plains","Plains",1991,60,5,"NotNew",0,0,"Undefined","N",120000,"P I F",120000,102000,"00",31
"Northeast","Northeast",1991,240,15,"NotNew",0,8,"Undefined","N",250000,"P I F",250000,250000,"00",31
"Plains","Plains",2001,60,1,"NotNew",0,0,"Rural","0",87000,"P I F",87000,73950,"33",21
"Southeast","Southeast",2011,84,3,"NotNew",1,3,"Urban","Y",25000,"P I F",25000,12500,"72",11
"Southeast","Southeast",1991,84,15,"NotNew",0,0,"Undefined","N",2e+05,"P I F",2e+05,165620,"45",31
"Southeast","Southeast",2001,240,5,"NotNew",0,0,"Urban","N",206000,"P I F",206000,206000,"44",21
"Northeast","Northeast",2001,84,6,"NotNew",2,6,"Urban","0",1e+05,"P I F",1e+05,50000,"45",21
"Plains","Midwest",2011,84,1,"NotNew",1,1,"Urban","Y",107694,"P I F",50000,25000,"53",11
"Southeast","Southeast",2001,180,1,"New",0,0,"Rural","N",316000,"P I F",316000,237000,"11",21
"Northeast","Northeast",2011,120,7,"NotNew",0,0,"Urban","N",312000,"P I F",312000,234000,"45",11
"Midwest","Midwest",1991,180,5,"New",0,0,"Undefined","N",149500,"P I F",149500,130065,"81",31
"Pacific West","Plains",1991,84,2,"New",0,0,"Undefined","N",405000,"P I F",405000,344250,"00",31
"Pacific West","Midwest",1991,84,5,"NotNew",0,0,"Undefined","N",238000,"P I F",246500,197200,"00",31
"Southeast","Southeast",2011,84,1,"New",2,1,"Rural","Y",55000,"P I F",55000,27500,"62",11
"Midwest","Midwest",1991,81,3,"NotNew",0,0,"Undefined","N",143490,"P I F",143490,114792,"21",31
"Northeast","Plains",1991,84,5,"New",0,0,"Undefined","N",2e+05,"P I F",2e+05,170000,"00",31
"Pacific West","Midwest",2011,84,1,"NotNew",2,1,"Urban","Y",10000,"P I F",10000,5000,"54",11
"Northeast","Northeast",2001,84,4,"NotNew",0,4,"Urban","0",44762,"P I F",35000,17500,"54",21
"Northeast","Northeast",2001,84,3,"NotNew",0,0,"Urban","0",80000,"P I F",80000,68000,"21",21
"Plains","Midwest",2011,120,17,"NotNew",0,0,"Urban","N",7e+05,"P I F",7e+05,525000,"48",11
"Pacific West","Pacific West",2001,120,12,"NotNew",0,0,"Urban","0",138000,"P I F",138000,117300,"44",21
"Southeast","Southeast",2011,84,3,"NotNew",0,3,"Rural","Y",49986,"P I F",25000,12500,"54",11
"Pacific West","Plains",1991,258,4,"NotNew",0,0,"Undefined","N",217512,"CHGOFF",217512,174009,"44",31
"Midwest","Midwest",1992,240,12,"NotNew",0,0,"Undefined","N",305000,"P I F",305000,256200,"00",30
"Plains","Plains",1992,120,4,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,62250,"00",30
"Pacific West","Midwest",2011,84,17,"NotNew",3,0,"Urban","Y",329882,"P I F",150000,75000,"54",11
"Midwest","Midwest",2001,84,7,"NotNew",1,7,"Urban","0",5e+05,"P I F",5e+05,375000,"62",21
"Plains","Plains",2011,180,4,"NotNew",1,4,"Urban","N",261000,"P I F",261000,195750,"33",11
"Plains","Plains",1992,60,12,"New",0,0,"Undefined","N",65000,"P I F",65000,58500,"00",30
"Northeast","Northeast",2001,48,5,"NotNew",0,5,"Urban","Y",127620,"P I F",1e+05,50000,"44",21
"Southeast","Southeast",2011,12,2,"NotNew",0,2,"Urban","N",20600,"P I F",20600,17510,"11",11
"Northeast","Southeast",2001,240,10,"NotNew",0,0,"Urban","N",213000,"P I F",213000,213000,"72",21
"Midwest","Midwest",1992,118,6,"NotNew",0,0,"Undefined","N",30000,"P I F",30000,27000,"44",30
"Midwest","Plains",2011,84,2,"NotNew",0,2,"Urban","Y",178915,"P I F",60000,30000,"45",11
"Southeast","Southeast",1992,144,1,"New",0,0,"Undefined","N",420000,"P I F",420000,355320,"11",30
"Northeast","Northeast",2001,90,6,"NotNew",0,0,"Urban","0",162000,"P I F",162000,121500,"61",21
"Midwest","Midwest",1992,240,4,"NotNew",3,4,"Undefined","N",104000,"P I F",104000,104000,"32",30
"Pacific West","Northeast",2011,84,1,"New",1,1,"Urban","Y",42000,"P I F",33000,16500,"62",11
"Southeast","Southeast",1992,240,15,"NotNew",0,15,"Undefined","N",415000,"P I F",415000,415000,"44",30
"Northeast","Plains",1992,84,4,"NotNew",0,0,"Undefined","N",180000,"P I F",180000,153000,"00",30
"Midwest","Southeast",1992,60,1,"New",0,0,"Undefined","N",40000,"P I F",40000,36000,"62",30
"Pacific West","Plains",1992,60,27,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,67500,"23",30
"Southeast","Southeast",1992,240,8,"NotNew",0,0,"Undefined","N",260000,"P I F",260000,260000,"00",30
"Southeast","Southeast",1992,216,7,"NotNew",0,0,"Undefined","N",250000,"P I F",470000,399500,"00",30
"Plains","Plains",1992,60,9,"NotNew",0,0,"Undefined","N",46000,"P I F",46000,41400,"00",30
"Plains","Pacific West",1992,144,7,"NotNew",0,0,"Undefined","N",326000,"P I F",326000,267320,"44",30
"Midwest","Plains",1992,84,3,"New",0,0,"Undefined","N",20000,"P I F",20000,18000,"44",30
"Plains","Plains",2001,236,2,"NotNew",0,2,"Rural","0",650000,"CHGOFF",650000,487500,"72",21
"Northeast","Northeast",2001,48,1,"NotNew",1,2,"Urban","Y",29470,"P I F",15000,7500,"48",21
"Northeast","Northeast",2011,84,0,"NotNew",0,0,"Urban","Y",269239,"P I F",150000,75000,"31",11
"Midwest","Midwest",2011,48,18,"NotNew",0,0,"Rural","N",1e+05,"P I F",1e+05,50000,"23",11
"Pacific West","Southeast",2001,84,2,"NotNew",3,2,"Urban","Y",30000,"P I F",30000,15000,"54",21
"Southeast","Southeast",1992,240,15,"New",0,0,"Undefined","N",680000,"P I F",680000,509400,"00",30
"Northeast","Midwest",2011,84,5,"NotNew",3,5,"Urban","Y",465717,"P I F",250000,125000,"42",11
"Pacific West","Plains",1992,102,5,"New",0,0,"Undefined","N",180000,"P I F",180000,144000,"42",30
"Pacific West","Pacific West",1992,43,2,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,45000,"45",30
"Northeast","Northeast",1992,84,14,"NotNew",0,0,"Undefined","N",155000,"P I F",155000,131750,"00",30
"Midwest","Midwest",2001,90,9,"New",0,9,"Urban","0",253200,"P I F",258200,193650,"72",21
"Southeast","Southeast",1992,84,2,"New",0,0,"Undefined","N",67000,"P I F",67000,58558,"00",30
"Northeast","Northeast",2001,84,2,"NotNew",0,0,"Urban","0",290000,"P I F",290000,217500,"53",21
"Northeast","Midwest",2011,87,2,"New",1,1,"Urban","N",30000,"P I F",30000,25500,"42",11
"Plains","Plains",1992,60,32,"NotNew",0,0,"Undefined","N",15000,"P I F",15000,13500,"00",30
"Pacific West","Pacific West",2001,120,3,"NotNew",0,3,"Urban","0",40000,"P I F",40000,34000,"44",21
"Pacific West","Pacific West",1992,96,7,"NotNew",0,0,"Undefined","N",175000,"P I F",175000,141750,"42",30
"Plains","Plains",1992,60,2,"NotNew",0,0,"Undefined","N",32000,"P I F",32000,28800,"62",30
"Southeast","Southeast",2011,84,2,"NotNew",1,2,"Urban","Y",70000,"P I F",50000,25000,"42",11
"Plains","Plains",1992,84,11,"NotNew",0,0,"Undefined","N",223000,"P I F",223000,178400,"00",30
"Pacific West","Midwest",2011,84,21,"NotNew",0,2,"Urban","Y",50000,"P I F",650000,325000,"23",11
"Plains","Plains",2001,144,1,"New",0,0,"Urban","0",18000,"P I F",18000,15300,"81",21
"Pacific West","Pacific West",2011,60,2,"NotNew",0,4,"Urban","Y",140000,"CHGOFF",1e+05,50000,"42",11
"Plains","Plains",1992,72,28,"NotNew",0,0,"Undefined","N",46000,"P I F",46000,36800,"00",30
"Plains","",1992,60,11,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,80000,"42",30
"Midwest","Midwest",2011,60,1,"New",2,1,"Urban","N",35000,"P I F",35000,29750,"54",11
"Midwest","Midwest",2001,185,10,"NotNew",0,0,"Urban","0",130000,"P I F",130000,110500,"61",21
"Northeast","Northeast",1992,48,15,"NotNew",0,0,"Undefined","N",315000,"P I F",315000,267750,"81",30
"Midwest","Plains",1992,240,8,"NotNew",0,0,"Undefined","N",145000,"P I F",145000,130500,"00",30
"Midwest","Midwest",1992,240,8,"NotNew",0,0,"Undefined","N",145000,"P I F",145000,130500,"33",30
"Plains","Plains",2011,36,4,"NotNew",0,4,"Urban","N",32092,"P I F",32800,16400,"44",11
"AK","AK",1992,144,28,"NotNew",0,0,"Undefined","N",375000,"P I F",375000,311250,"00",30
"Midwest","Midwest",2011,50,15,"NotNew",3,0,"Urban","Y",582300,"CHGOFF",3e+05,150000,"54",11
"Plains","Plains",1992,60,2,"NotNew",0,0,"Undefined","N",25000,"P I F",25000,22500,"00",30
"Plains","Plains",2001,84,5,"NotNew",0,0,"Urban","0",25000,"P I F",25000,21250,"62",21
"Pacific West","Pacific West",1992,84,27,"NotNew",0,0,"Undefined","N",250000,"P I F",250000,212500,"00",30
"Northeast","Northeast",2011,60,4,"NotNew",0,4,"Rural","N",37000,"P I F",37000,18500,"81",11
"Northeast","Midwest",2011,84,0,"New",3,0,"Urban","N",46200,"P I F",46200,23100,"72",11
"Northeast","Northeast",2001,84,2,"NotNew",0,2,"Urban","Y",122596,"P I F",20000,10000,"54",21
"Midwest","Midwest",2011,36,11,"NotNew",1,0,"Urban","N",31500,"P I F",31500,15750,"48",11
"Midwest","Midwest",2011,60,1,"NotNew",0,1,"Urban","N",150000,"P I F",150000,127500,"62",11
"Midwest","Plains",2001,120,12,"NotNew",0,11,"Urban","0",103000,"P I F",103000,87550,"44",21
"Southeast","Southeast",2001,84,4,"NotNew",0,0,"Urban","0",80000,"P I F",80000,68000,"52",21
"Pacific West","Northeast",2001,120,1,"New",0,1,"Urban","0",180000,"P I F",180000,135000,"81",21
"Plains","Plains",1992,84,5,"NotNew",0,0,"Undefined","N",265000,"P I F",265000,212000,"31",30
"Midwest","Midwest",2001,76,12,"New",0,0,"Urban","N",164200,"CHGOFF",164200,123150,"81",21
"Pacific West","Midwest",2011,72,1,"NotNew",0,1,"Urban","Y",62800,"P I F",40000,20000,"33",11
"Midwest","Plains",1992,84,8,"NotNew",0,0,"Undefined","N",382000,"P I F",382000,324700,"00",30
"Pacific West","Pacific West",2011,84,2,"NotNew",0,2,"Urban","Y",36252,"P I F",30000,15000,"23",11
"Midwest","Midwest",2011,63,10,"NotNew",1,4,"Urban","Y",137000,"CHGOFF",1e+05,50000,"23",11
"Plains","Plains",1992,120,5,"NotNew",0,0,"Undefined","N",150000,"P I F",150000,121500,"00",30
"Midwest","Midwest",1992,83,3,"NotNew",0,0,"Undefined","N",81500,"P I F",81500,73350,"81",30
"Plains","Plains",2001,1,4,"NotNew",0,0,"Urban","0",40000,"CHGOFF",40000,34000,"72",21
"Southeast","Pacific West",2001,120,9,"NotNew",0,9,"Urban","0",180000,"P I F",180000,135000,"23",21
"Midwest","Midwest",2001,84,2,"NotNew",0,0,"Urban","0",415000,"P I F",415000,311250,"72",21
"Plains","Plains",1992,84,2,"New",0,0,"Undefined","N",50000,"P I F",50000,45000,"00",30
"Pacific West","Pacific West",1992,84,8,"NotNew",0,0,"Undefined","N",220000,"P I F",220000,176000,"00",30
"Midwest","Midwest",1992,60,1,"New",0,0,"Undefined","N",42000,"P I F",42000,33600,"00",30
"Northeast","Northeast",2011,84,3,"NotNew",1,6,"Urban","N",105000,"P I F",105000,52500,"31",11
"Plains","Midwest",1992,60,5,"NotNew",0,0,"Undefined","N",49125,"P I F",50000,42550,"81",30
"Midwest","Midwest",1992,12,32,"NotNew",0,0,"Undefined","N",368000,"P I F",4e+05,340000,"42",30
"Midwest","Midwest",1992,84,4,"NotNew",0,0,"Undefined","N",180000,"P I F",180000,153000,"53",30
"Plains","Plains",1992,84,2,"NotNew",0,0,"Undefined","N",112000,"P I F",112000,89600,"00",30
"Plains","Pacific West",2001,120,1,"NotNew",0,1,"Urban","0",170000,"P I F",170000,127500,"51",21
"Plains","Plains",1992,240,3,"New",3,0,"Undefined","N",83000,"P I F",83000,83000,"81",30
"Plains","Plains",1992,96,6,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,80000,"00",30
"Midwest","Midwest",2011,120,6,"NotNew",1,6,"Urban","N",250000,"P I F",250000,187500,"54",11
"Pacific West","Pacific West",1992,84,2,"NotNew",0,0,"Undefined","N",150000,"P I F",150000,135000,"54",30
"Northeast","Southeast",2011,84,6,"NotNew",0,6,"Urban","Y",70000,"P I F",70000,59500,"23",11
"Midwest","Midwest",2001,240,9,"NotNew",3,9,"Urban","N",763000,"P I F",762000,573750,"72",21
"Pacific West","Pacific West",1992,84,3,"New",0,0,"Undefined","N",75000,"P I F",75000,67500,"53",30
"Northeast","Northeast",2001,84,6,"NotNew",0,6,"Urban","Y",109553,"P I F",1e+05,50000,"23",21
"Pacific West","Pacific West",1992,84,2,"NotNew",0,0,"Undefined","N",253600,"P I F",253600,215560,"00",30
"Pacific West","Pacific West",1992,84,32,"NotNew",0,0,"Undefined","N",176000,"P I F",176000,149600,"00",30
"Plains","Plains",1992,84,2,"NotNew",0,0,"Undefined","N",53500,"P I F",53500,48150,"00",30
"Midwest","Midwest",2001,60,1,"NotNew",1,1,"Urban","Y",58597,"P I F",50000,25000,"53",21
"Pacific West","Plains",2001,89,9,"NotNew",0,9,"Urban","0",172454,"P I F",1e+05,50000,"23",21
"Midwest","Midwest",1992,84,10,"NotNew",0,0,"Undefined","N",530000,"P I F",530000,429300,"23",30
"Southeast","Plains",1992,276,2,"New",0,0,"Undefined","N",459000,"P I F",459000,390150,"54",30
"Midwest","Midwest",2011,36,4,"NotNew",0,4,"Rural","N",45000,"P I F",45000,22500,"32",11
"Plains","Midwest",2001,60,2,"NotNew",0,2,"Urban","0",1e+05,"P I F",1e+05,50000,"44",21
"Northeast","Midwest",2011,60,1,"New",3,1,"Urban","Y",85452,"CHGOFF",30000,15000,"23",11
"Midwest","Midwest",2011,48,1,"New",1,1,"Urban","N",33500,"P I F",33500,16750,"48",11
"Southeast","Southeast",2011,120,12,"New",3,12,"Rural","N",548700,"P I F",559800,419850,"52",11
"Northeast","Northeast",2001,84,4,"NotNew",0,0,"Urban","0",117000,"P I F",117000,99450,"31",21
